Статистика популярности языков программирования на acmp.ru
количество уникальных пользователей, пытавшихся сдать решение на языке в течение месяца
month;C++;Python;Java;Pascal;C#;JavaScript;Go;Basic;all
="09.2011";975;0;104;1497;0;0;0;77;2357
="10.2011";1269;0;187;2610;0;0;0;122;3753
="11.2011";1149;0;133;2337;0;0;0;89;3364
="12.2011";1166;0;106;2200;0;0;0;72;3181
="01.2012";1017;0;130;1726;0;0;0;61;2609
="02.2012";945;0;127;1553;0;0;0;61;2417
="03.2012";972;0;135;1471;0;0;0;50;2339
="04.2012";873;0;120;1345;0;0;0;46;2146
="05.2012";737;0;101;1026;0;0;0;24;1675
="06.2012";643;0;91;692;0;0;0;28;1277
="07.2012";558;0;101;453;0;0;0;11;971
="08.2012";517;0;74;532;0;0;0;23;1009
="09.2012";979;0;142;1772;0;0;0;52;2666
="10.2012";1488;0;153;2786;0;0;0;148;4085
="11.2012";1605;0;154;2665;0;0;0;99;4056
="12.2012";1368;0;141;2185;0;0;0;68;3399
="01.2013";1143;0;136;1751;0;0;0;51;2806
="02.2013";1287;0;143;1577;0;0;0;51;2770
="03.2013";1236;0;158;1430;0;0;0;38;2552
="04.2013";1211;0;156;1358;0;0;0;33;2484
="05.2013";988;0;107;917;0;0;0;31;1832
="06.2013";940;0;105;709;0;0;0;35;1546
="07.2013";661;0;122;398;0;0;0;10;1017
="08.2013";551;0;101;379;0;0;0;11;919
="09.2013";1289;0;130;1577;0;0;0;49;2763
="10.2013";1811;0;206;2709;0;0;0;82;4350
="11.2013";1539;0;203;2556;0;0;0;82;3988
="12.2013";1419;0;226;2019;0;0;0;51;3332
="01.2014";1305;0;114;1676;0;0;0;43;2848
="02.2014";1450;0;131;1642;0;0;0;26;2966
="03.2014";1373;0;117;1323;0;0;0;32;2557
="04.2014";1488;0;114;1173;0;0;0;17;2536
="05.2014";1138;0;115;1064;0;0;0;17;2109
="06.2014";950;0;126;613;0;0;0;18;1479
="07.2014";884;0;126;422;0;0;0;13;1233
="08.2014";786;0;103;376;0;0;0;10;1125
="09.2014";1806;0;174;1842;0;0;0;31;3474
="10.2014";2175;0;262;2790;0;0;0;56;4783
="11.2014";2224;0;195;2446;0;0;0;45;4461
="12.2014";1960;0;167;2171;0;0;0;33;3944
="01.2015";1557;0;155;1737;0;0;0;23;3177
="02.2015";1661;0;145;1437;0;0;0;24;2997
="03.2015";1652;0;212;1576;0;0;0;26;3156
="04.2015";1789;0;205;1556;0;0;0;42;3147
="05.2015";1454;124;151;1193;36;0;0;23;2487
="06.2015";1200;140;166;674;51;0;0;12;1868
="07.2015";930;165;120;449;53;0;0;7;1436
="08.2015";901;164;159;486;48;0;0;10;1440
="09.2015";2803;294;246;2191;76;0;0;9;4715
="10.2015";3622;422;299;3258;120;0;0;23;6570
="11.2015";3309;435;264;3070;121;0;0;23;6075
="12.2015";3150;430;242;2492;116;0;0;27;5323
="01.2016";2602;385;205;2085;97;0;0;13;4504
="02.2016";1718;209;217;1199;79;0;0;5;2937
="03.2016";2350;444;246;1757;89;0;0;11;4121
="04.2016";2437;381;243;1839;118;0;0;15;4211
="05.2016";1865;267;177;1366;83;0;0;14;3125
="06.2016";1197;228;156;695;58;0;0;5;1919
="07.2016";1105;242;175;424;73;0;0;7;1628
="08.2016";1130;255;162;523;45;0;0;7;1714
="09.2016";3382;437;226;2366;118;0;0;14;5425
="10.2016";4263;712;337;3126;180;0;0;21;7225
="11.2016";4018;716;299;3094;137;0;0;24;6877
="12.2016";3531;708;346;2584;124;0;0;34;6009
="01.2017";2889;556;265;2223;111;0;0;21;5004
="02.2017";3071;566;330;2379;119;0;0;19;5425
="03.2017";3221;531;599;2168;143;0;0;20;5553
="04.2017";2905;482;369;1705;129;0;0;12;4716
="05.2017";2449;467;196;1427;87;0;0;13;3896
="06.2017";1912;355;206;769;80;0;0;6;2755
="07.2017";1522;354;198;502;72;0;0;15;2085
="08.2017";1557;390;197;547;86;0;0;9;2232
="09.2017";4146;840;322;2288;156;0;0;15;6431
="10.2017";5312;1212;434;3455;196;0;0;39;8736
="11.2017";5031;1330;411;3201;191;0;0;33;8296
="12.2017";4482;1152;357;2633;156;0;0;23;7215
="01.2018";3920;972;554;2142;162;0;0;34;6337
="02.2018";3784;897;388;2104;124;0;0;24;6055
="03.2018";3662;934;360;2028;154;0;0;18;5877
="04.2018";3698;957;289;2052;158;0;0;15;5966
="05.2018";3129;871;257;1539;107;0;0;14;4936
="06.2018";2327;775;270;943;150;0;0;17;3513
="07.2018";1814;593;245;534;88;0;17;9;2595
="08.2018";1941;647;216;548;98;0;17;9;2768
="09.2018";5392;1529;344;2504;193;0;16;23;8105
="10.2018";7348;2370;521;3770;266;0;32;44;11530
="11.2018";7072;2447;586;3361;249;0;30;39;11127
="12.2018";6448;2053;388;2785;233;0;28;27;9694
="01.2019";5607;1972;428;2501;201;0;32;27;8706
="02.2019";5407;1837;346;2349;237;0;32;32;8389
="03.2019";5202;1814;408;2874;222;0;18;29;8580
="04.2019";5325;1970;329;2707;285;0;27;22;8738
="05.2019";4256;1555;298;1674;168;0;18;22;6555
="06.2019";2574;1099;251;649;211;0;8;8;3811
="07.2019";2206;1063;214;446;112;0;20;6;3215
="08.2019";2374;1079;242;469;126;0;15;8;3458
="09.2019";6134;2108;372;2157;229;0;24;16;9015
="10.2019";8023;3175;523;3182;420;0;48;36;12349
="11.2019";7694;3323;510;2714;499;0;30;42;11903
="12.2019";7014;3063;676;2402;400;0;33;27;10860
="01.2020";5694;2898;490;1951;279;0;23;22;9112
="02.2020";5848;2864;398;1693;372;0;24;30;9193
="03.2020";5332;2787;316;1533;298;0;25;26;8467
="04.2020";4024;2412;280;1247;223;0;21;19;6530
="05.2020";3105;1924;238;949;197;0;17;13;5143
="06.2020";2255;1518;200;479;183;0;10;3;3727
="07.2020";2251;1563;256;369;165;0;19;4;3604
="08.2020";2101;1463;205;362;127;0;14;4;3404
="09.2020";5338;2817;434;1341;201;0;33;24;8134
="10.2020";7089;3847;688;2152;253;0;26;28;11302
="11.2020";6597;3639;369;1849;314;0;21;24;10372
="12.2020";6000;3665;386;1758;229;0;29;22;9684
="01.2021";5151;3265;300;1487;170;0;34;30;8385
="02.2021";6501;4019;330;1709;283;0;35;30;10351
="03.2021";5933;3901;340;1604;286;0;30;16;9847
="04.2021";5254;3609;280;1513;258;0;23;31;8787
="05.2021";3844;2396;242;849;131;0;28;20;6143
="06.2021";2771;1763;270;428;129;0;14;11;4306
="07.2021";2312;1602;211;274;111;0;19;5;3572
="08.2021";2366;1551;185;263;104;0;14;2;3628
="09.2021";6046;3836;370;1128;173;0;38;14;9376
="10.2021";7373;5110;479;1711;223;0;37;23;12011
="11.2021";6977;4913;642;1386;244;0;29;22;11559
="12.2021";6116;4438;484;1206;260;0;24;14;10281
="01.2022";4836;3934;336;929;193;0;21;8;8392
="02.2022";5358;4036;452;956;189;0;22;18;8927
="03.2022";5279;4069;378;848;215;0;22;16;8825
="04.2022";5366;4150;451;846;181;0;22;11;8971
="05.2022";4407;3420;624;691;207;0;28;15;7602
="06.2022";2739;2192;272;297;133;0;16;8;4552
="07.2022";2383;1790;214;182;123;0;13;4;3809
="08.2022";2516;1838;232;189;135;0;30;7;4021
="09.2022";6050;4448;769;840;192;0;34;16;9903
="10.2022";7558;5846;664;1263;249;0;37;23;12724
="11.2022";7832;6302;659;1157;267;50;26;18;13235
="12.2022";6888;5755;506;1059;240;50;27;29;11665
="01.2023";5434;4765;362;757;198;49;34;15;9426
="02.2023";5912;5201;417;870;173;61;27;15;10185
="03.2023";5848;5314;349;968;240;41;35;17;10250
="04.2023";5397;4968;327;766;219;48;31;17;9433
="05.2023";4673;3956;292;589;131;30;25;9;7792
="06.2023";2780;2037;156;227;145;31;19;8;4294
="07.2023";2295;1673;166;143;103;30;20;4;3598
="08.2023";2247;1843;163;153;83;31;26;3;3604
="09.2023";5722;4462;350;532;196;46;41;18;8990
="10.2023";7615;6138;418;804;166;37;38;25;12119
="11.2023";7237;6528;420;842;229;48;40;23;12117
="12.2023";6192;5378;350;643;216;40;45;16;10404
="01.2024";5466;5143;249;649;123;21;36;13;9394
="02.2024";5634;5199;213;851;137;30;29;18;9906
="03.2024";5143;4531;194;877;118;27;30;10;9035
="04.2024";4664;4256;193;649;120;27;33;15;8212
="05.2024";3719;3280;214;362;91;29;29;11;6389
="06.2024";1017;753;37;58;16;11;28;1;1632
